,employee_id,name,datetime,department_id,job_id,year,quarter
81,82,Lief Bridgeman,2021-05-25 00:35:53+00:00,12,25,2021,2021Q2
82,83,Barth Bere,2021-09-22 21:50:08+00:00,9,90,2021,2021Q3
83,84,Ludvig Norwood,2021-02-26 18:47:53+00:00,3,75,2021,2021Q1
84,85,Dev Ingleson,2021-07-01 15:47:16+00:00,7,90,2021,2021Q3
85,86,Vinnie Andri,2021-10-31 08:53:54+00:00,4,51,2021,2021Q4
86,87,Cirstoforo Martinetto,2021-10-15 09:19:20+00:00,6,84,2021,2021Q4
87,88,Rosabelle Sterzaker,2021-03-12 14:32:57+00:00,5,124,2021,2021Q1
88,89,Rodrique Fearnehough,2021-12-01 13:30:50+00:00,4,57,2021,2021Q4
89,90,Germana Bote,2021-05-30 17:02:38+00:00,4,48,2021,2021Q2
90,91,Rolf Tythacott,2021-04-16 15:32:45+00:00,5,76,2021,2021Q2
91,92,Floria Peniello,2021-12-24 08:38:29+00:00,4,81,2021,2021Q4
92,93,Belinda Savaage,2021-06-04 09:39:59+00:00,4,48,2021,2021Q2
93,94,Zachariah Comberbach,2021-10-01 16:14:13+00:00,5,150,2021,2021Q4
94,95,Lowell Woollin,2021-05-17 18:22:06+00:00,8,95,2021,2021Q2
95,96,Creight Rutter,2021-06-29 23:57:57+00:00,7,76,2021,2021Q2
96,97,Beltran Natte,2021-11-01 05:12:01+00:00,6,67,2021,2021Q4
97,98,Colman Casale,2021-10-12 17:55:32+00:00,10,64,2021,2021Q4
98,99,Marlo Tott,2021-05-18 00:45:21+00:00,8,29,2021,2021Q2
99,100,Karita Kettlestringes,2021-06-19 03:14:14+00:00,7,99,2021,2021Q2
100,101,Jenn Fumagallo,2021-09-19 04:46:12+00:00,7,80,2021,2021Q3
101,102,Ogden Ough,2021-03-29 19:31:33+00:00,7,138,2021,2021Q1
102,103,Cathy Blundin,2021-07-29 08:55:15+00:00,7,66,2021,2021Q3
103,104,Wenda Kaes,2021-11-21 13:03:25+00:00,4,68,2021,2021Q4
104,105,Jewelle Mathis,2021-08-13 11:18:32+00:00,12,66,2021,2021Q3
105,106,Jasper Matterdace,2021-07-13 06:34:38+00:00,8,68,2021,2021Q3
106,107,Welby Crocumbe,2021-09-04 16:39:58+00:00,4,107,2021,2021Q3
107,108,Marlie Gannicott,2021-08-15 15:50:29+00:00,6,24,2021,2021Q3
108,109,Bethanne Hurlin,2021-03-16 15:21:23+00:00,6,78,2021,2021Q1
109,110,Renee Bridie,2021-08-31 20:26:32+00:00,4,17,2021,2021Q3
110,111,Zsazsa Pash,2021-08-01 03:27:48+00:00,5,26,2021,2021Q3
111,112,Brett Griffey,2021-06-11 05:54:00+00:00,5,103,2021,2021Q2
112,113,Carlee Joyce,2021-10-02 19:35:28+00:00,4,52,2021,2021Q4
113,114,Grady Conman,2021-04-27 09:27:22+00:00,3,63,2021,2021Q2
114,115,Wilbert Cluer,2021-03-31 12:27:59+00:00,6,39,2021,2021Q1
115,116,Ardys Pirozzi,2021-11-07 09:12:54+00:00,3,39,2021,2021Q4
116,117,Putnem Lippiello,2021-04-23 19:34:46+00:00,8,72,2021,2021Q2
117,118,Blondell Pybus,2021-04-30 04:32:07+00:00,11,38,2021,2021Q2
118,119,Lucky Hadkins,2021-11-24 18:37:55+00:00,7,71,2021,2021Q4
119,120,Brietta Gillmore,2021-05-24 04:35:22+00:00,2,41,2021,2021Q2
120,121,Cristy Sockell,2021-07-30 11:31:36+00:00,8,48,2021,2021Q3
121,122,Gnni Gudgin,2021-10-09 13:49:28+00:00,7,53,2021,2021Q4
122,123,Alisha Headings,2022-01-30 20:44:35+00:00,9,89,2022,2022Q1
123,124,Merrill Symons,2022-01-30 03:02:22+00:00,4,73,2022,2022Q1
124,125,Gerri Baton,2021-02-05 01:06:53+00:00,8,54,2021,2021Q1
125,126,Olly Tully,2021-09-01 18:16:34+00:00,7,62,2021,2021Q3
126,127,Corinne Woofinden,2021-12-31 09:40:30+00:00,12,123,2021,2021Q4
127,128,Reuven Chatto,2022-02-09 19:08:59+00:00,11,56,2022,2022Q1
128,129,Stephana Gawthrop,2021-02-15 00:32:18+00:00,8,79,2021,2021Q1
129,130,Ferris Hammerberger,2021-10-19 08:43:38+00:00,9,126,2021,2021Q4
130,131,Angie McMurray,2021-10-23 18:14:59+00:00,7,149,2021,2021Q4
131,132,Gypsy Baselio,2021-06-13 17:21:57+00:00,4,132,2021,2021Q2
132,133,Jennine Wapol,2022-01-24 14:45:57+00:00,6,49,2022,2022Q1
133,134,Lacee O'Hingerty,2021-05-17 12:56:53+00:00,10,147,2021,2021Q2
134,135,Foster Hobbing,2022-01-31 02:27:30+00:00,9,64,2022,2022Q1
135,136,Meryl Kew,2021-04-20 12:03:35+00:00,6,84,2021,2021Q2
136,137,Ichabod Maloney,2021-09-07 09:32:33+00:00,6,68,2021,2021Q3
137,138,Conrad Stoad,2022-01-23 01:07:44+00:00,5,113,2022,2022Q1
138,139,Celina Caris,2021-03-23 09:04:56+00:00,3,145,2021,2021Q1
139,140,Putnam Dodd,2021-02-01 12:28:13+00:00,9,117,2021,2021Q1
140,141,Marylin Brommage,2021-04-24 15:32:05+00:00,6,44,2021,2021Q2
141,142,Reginald Folca,2021-03-19 23:47:07+00:00,8,80,2021,2021Q1
142,143,Elston Millam,2021-04-28 17:36:53+00:00,5,43,2021,2021Q2
143,144,Angel Andrzejczak,2022-01-29 22:53:00+00:00,9,69,2022,2022Q1
144,145,Gretel Chittenden,2021-11-22 11:13:05+00:00,5,128,2021,2021Q4
145,146,Deirdre Hiley,2021-08-25 02:07:11+00:00,7,111,2021,2021Q3
146,147,Gaston Rayne,2021-09-29 15:22:40+00:00,6,50,2021,2021Q3
147,148,Rourke Inchbald,2021-12-25 03:09:37+00:00,8,64,2021,2021Q4
148,149,Katlin Haxby,2021-10-28 19:12:05+00:00,6,21,2021,2021Q4
149,150,Valentia Kellegher,2021-11-13 13:30:30+00:00,4,51,2021,2021Q4
150,151,Jarrett Oluwatoyin,2021-02-11 21:25:17+00:00,8,34,2021,2021Q1
151,152,Kori Foxton,2021-04-10 14:02:38+00:00,5,95,2021,2021Q2
152,153,Truman Garriock,2021-09-08 13:11:26+00:00,11,88,2021,2021Q3
153,154,Lurette Erwin,2021-09-16 19:02:39+00:00,5,37,2021,2021Q3
154,155,Jewel Valeri,2021-09-18 14:37:49+00:00,11,60,2021,2021Q3
155,156,Mikel Searby,2021-05-08 14:39:59+00:00,8,54,2021,2021Q2
156,157,Kellia Barribal,,4,61,-1,
157,158,Rube Dockerty,2021-07-25 12:54:20+00:00,4,62,2021,2021Q3
158,159,Gayleen Beslier,2021-11-18 11:53:15+00:00,7,46,2021,2021Q4
159,160,Sher Nolleau,2022-01-02 10:43:20+00:00,3,51,2022,2022Q1
160,161,Nobe Mackrell,2021-09-16 06:31:59+00:00,8,130,2021,2021Q3
161,162,Not Specified,2021-04-22 14:31:39+00:00,4,91,2021,2021Q2
162,163,Nerta Cutteridge,2021-06-23 22:38:42+00:00,7,68,2021,2021Q2
163,164,Geraldine Playden,2022-02-14 06:05:35+00:00,7,47,2022,2022Q1
164,165,Charleen Billin,2021-11-10 00:57:25+00:00,8,69,2021,2021Q4
165,166,Hollis Goves,2021-08-17 13:58:25+00:00,9,69,2021,2021Q3
166,167,Alexis Jamson,2021-03-18 00:15:36+00:00,4,102,2021,2021Q1
167,168,Toinette Sammut,2021-04-17 07:54:48+00:00,7,93,2021,2021Q2
168,169,Dannye Juszczak,2021-06-23 21:25:21+00:00,7,86,2021,2021Q2
169,170,Kimberlyn Coule,2021-03-15 10:47:48+00:00,6,62,2021,2021Q1
170,171,Charis Muzzini,2021-06-23 20:53:31+00:00,9,159,2021,2021Q2
171,172,Roselle Leate,2021-03-19 02:20:30+00:00,9,83,2021,2021Q1
172,173,Myra Corington,2021-02-16 15:44:56+00:00,6,13,2021,2021Q1
173,174,Anetta Freeborn,2021-10-23 09:14:19+00:00,2,49,2021,2021Q4
174,175,Billy Odams,2021-02-13 21:13:22+00:00,1,59,2021,2021Q1
175,176,Barbie Alabaster,2021-12-26 12:44:34+00:00,7,60,2021,2021Q4
176,177,Ardella Schwartz,2021-08-25 11:50:02+00:00,3,97,2021,2021Q3
177,178,Petronilla Ashpital,2021-07-17 13:36:02+00:00,4,41,2021,2021Q3
178,179,Wolfy Leicester,2021-02-11 23:08:12+00:00,1,137,2021,2021Q1
179,180,Siobhan Backen,2021-03-26 19:07:15+00:00,7,83,2021,2021Q1
180,181,Joeann Chowne,2022-02-16 01:58:18+00:00,10,42,2022,2022Q1
181,182,Renell Iacovelli,2021-11-21 12:05:45+00:00,3,116,2021,2021Q4
182,183,Peyton Yaus,2021-05-16 20:39:06+00:00,9,71,2021,2021Q2
183,184,Alanson Dunne,2021-12-11 21:21:26+00:00,10,74,2021,2021Q4
184,185,Ryley Ruit,2022-02-04 13:21:15+00:00,8,128,2022,2022Q1
185,186,Claudelle Peele,2021-03-10 19:24:19+00:00,7,54,2021,2021Q1
186,187,Janna Forsey,2021-05-09 23:57:00+00:00,5,57,2021,2021Q2
187,188,Regen Presswell,2021-05-03 12:35:40+00:00,10,88,2021,2021Q2
188,189,Donny Ortiga,2021-07-28 02:43:27+00:00,6,77,2021,2021Q3
189,190,Amalia Vinall,2021-03-05 01:38:06+00:00,6,136,2021,2021Q1
190,191,Caldwell Dunniom,2021-08-16 12:41:01+00:00,8,48,2021,2021Q3
191,192,Olia Kleinhaus,2021-07-14 22:42:33+00:00,11,87,2021,2021Q3
192,193,Sarita Lemmertz,2021-07-31 14:14:42+00:00,9,36,2021,2021Q3
193,194,Lonny Duggan,2021-04-19 15:31:46+00:00,10,81,2021,2021Q2
194,195,Jordain Reardon,2021-08-13 09:22:18+00:00,8,40,2021,2021Q3
195,196,Harriot Kenaway,2021-03-28 14:14:16+00:00,6,75,2021,2021Q1
196,197,Mellie Dilrew,2021-11-04 19:52:29+00:00,8,16,2021,2021Q4
197,198,Carline Fryman,2021-05-29 00:23:02+00:00,5,75,2021,2021Q2
198,199,Fields Huby,2021-04-16 09:51:56+00:00,5,72,2021,2021Q2
199,200,Erick Grundey,2021-06-21 04:58:15+00:00,2,48,2021,2021Q2
200,201,Brien Richardin,2022-01-08 16:31:01+00:00,5,92,2022,2022Q1
201,202,Irving Saenz,2021-09-14 13:36:33+00:00,8,21,2021,2021Q3
202,203,Kienan Kinghorne,2021-10-23 20:14:55+00:00,7,65,2021,2021Q4
203,204,Dana Elby,2021-06-05 12:30:23+00:00,7,127,2021,2021Q2
204,205,Phillis Burgot,2022-01-09 07:06:46+00:00,4,77,2022,2022Q1
205,206,Osbourne Bernadot,2021-10-28 21:39:48+00:00,5,56,2021,2021Q4
206,207,Ahmad Fader,2021-05-03 04:57:25+00:00,6,66,2021,2021Q2
207,208,Rasia Dimitriev,2022-01-13 03:39:23+00:00,3,88,2022,2022Q1
208,209,Tova Ostridge,2021-08-18 00:22:54+00:00,3,41,2021,2021Q3
209,210,Babita Grigorkin,2021-04-23 23:35:06+00:00,9,90,2021,2021Q2
210,211,Berny Daber,2021-08-14 23:50:27+00:00,3,27,2021,2021Q3
211,212,Alan Barhims,2021-03-22 23:08:28+00:00,2,143,2021,2021Q1
212,213,Brody Bothen,2021-09-21 22:27:13+00:00,5,92,2021,2021Q3
213,214,Hermann Brisson,2021-06-06 15:24:32+00:00,10,142,2021,2021Q2
214,215,Ewart Temblett,2021-07-06 08:31:04+00:00,10,15,2021,2021Q3
215,216,Theobald Tzarkov,2022-01-26 14:56:48+00:00,6,87,2022,2022Q1
216,217,Marleen Huc,2021-07-17 02:47:30+00:00,9,38,2021,2021Q3
217,218,Stephie McCudden,2021-11-12 03:24:03+00:00,8,120,2021,2021Q4
218,219,Malorie Broggini,2021-09-05 10:03:56+00:00,5,84,2021,2021Q3
219,220,Aile Greatham,2021-09-26 01:50:27+00:00,9,125,2021,2021Q3
220,221,Valentia McFee,2021-11-04 05:01:46+00:00,4,59,2021,2021Q4
221,222,Blakelee Jell,2021-05-21 10:52:28+00:00,5,115,2021,2021Q2
222,223,Malvina Camelli,2021-03-03 05:07:46+00:00,1,83,2021,2021Q1
223,224,Hirsch Jeffrey,2021-02-13 08:05:59+00:00,3,83,2021,2021Q1
224,225,Barnabas Cockell,2021-05-28 22:29:20+00:00,4,33,2021,2021Q2
225,226,Hedy De Gregoli,2021-07-19 07:29:36+00:00,4,117,2021,2021Q3
226,227,Jeramey Pyson,2021-04-03 20:14:34+00:00,1,43,2021,2021Q2
227,228,Jobi Muncie,2021-04-07 07:19:06+00:00,7,113,2021,2021Q2
228,229,Luke Nickols,2021-09-07 18:22:38+00:00,10,61,2021,2021Q3
229,230,Arley Stroton,2022-02-10 20:46:33+00:00,2,97,2022,2022Q1
230,231,Daisie Branchet,2021-10-24 07:07:44+00:00,6,21,2021,2021Q4
231,232,Zach Gallelli,2021-07-26 16:45:07+00:00,3,107,2021,2021Q3
232,233,Tony Hayball,2021-02-15 19:56:57+00:00,6,109,2021,2021Q1
233,234,Allys Lindenstrauss,2021-03-18 21:54:34+00:00,9,126,2021,2021Q1
234,235,Renae Scragg,2021-02-13 18:41:07+00:00,10,52,2021,2021Q1
235,236,Bald Ordemann,2021-08-04 06:14:18+00:00,2,58,2021,2021Q3
236,237,Lynda Lehmann,2021-10-19 11:39:00+00:00,4,66,2021,2021Q4
237,238,Odilia Bettles,2022-01-28 13:42:03+00:00,6,55,2022,2022Q1
238,239,Lucretia Ungaretti,2021-02-06 11:44:17+00:00,7,30,2021,2021Q1
239,240,Shandy Blindermann,2021-08-03 02:54:07+00:00,10,36,2021,2021Q3
240,241,Benedetto Ropking,2021-09-30 01:01:01+00:00,9,19,2021,2021Q3
241,242,Francesca Jeffree,2021-03-17 06:37:56+00:00,10,117,2021,2021Q1
242,243,Juliet MacGebenay,2021-05-19 07:44:26+00:00,9,116,2021,2021Q2
243,244,Elspeth Smalls,2021-11-19 16:41:34+00:00,5,57,2021,2021Q4
244,245,Lemuel Thrush,2022-01-07 16:23:36+00:00,11,46,2022,2022Q1
245,246,Neddy O'Garmen,2021-06-29 18:44:50+00:00,1,85,2021,2021Q2
246,247,Lyle Gages,2021-09-25 23:27:53+00:00,5,117,2021,2021Q3
247,248,Hanni Ruit,2021-04-08 19:47:24+00:00,7,33,2021,2021Q2
248,249,Katherina Bundock,2021-11-13 10:19:05+00:00,5,45,2021,2021Q4
249,250,Ruben Pevreal,2021-05-07 15:58:27+00:00,7,152,2021,2021Q2
250,251,Livia Casper,2021-09-30 10:58:09+00:00,8,43,2021,2021Q3
251,252,Merrily Lorey,2021-08-30 19:20:06+00:00,8,68,2021,2021Q3
252,253,Ignacio Warlowe,2021-12-23 22:56:15+00:00,3,48,2021,2021Q4
253,254,Auberta Ingrem,2021-11-10 02:40:56+00:00,6,55,2021,2021Q4
254,255,Doro Diem,2021-04-20 08:43:40+00:00,9,73,2021,2021Q2
255,256,Jobyna Halburton,2021-06-17 17:53:43+00:00,9,70,2021,2021Q2
256,257,Bernie Sushams,2021-06-26 06:36:44+00:00,10,121,2021,2021Q2
257,258,Christabella Chanders,2021-12-27 03:41:35+00:00,9,145,2021,2021Q4
258,259,Lamont Tothe,2021-07-20 01:47:11+00:00,6,81,2021,2021Q3
259,260,Gweneth Allcock,2022-01-27 23:22:52+00:00,5,87,2022,2022Q1
260,261,Barny Arghent,2021-07-22 21:10:35+00:00,4,61,2021,2021Q3
261,262,Anthe Cowderay,2022-01-03 15:24:31+00:00,3,125,2022,2022Q1
262,263,Eldredge Behnecken,2021-06-25 00:23:17+00:00,1,101,2021,2021Q2
263,264,Gui Coogan,2021-06-06 09:21:20+00:00,8,30,2021,2021Q2
264,265,Verile Halliburton,2021-10-11 10:53:38+00:00,2,68,2021,2021Q4
265,266,Michale Goodwins,2021-12-12 09:09:25+00:00,10,84,2021,2021Q4
266,267,Curran Ettels,2021-02-23 08:39:44+00:00,10,80,2021,2021Q1
267,268,Arin Ribeiro,2021-11-03 22:53:42+00:00,9,20,2021,2021Q4
268,269,Garvey Yandell,2021-09-27 16:01:02+00:00,2,82,2021,2021Q3
269,270,Shellie Hastilow,2021-12-01 03:30:27+00:00,6,61,2021,2021Q4
270,271,Jasmin Greeve,2021-11-16 06:25:45+00:00,12,45,2021,2021Q4
271,272,Ashly Janczak,2021-09-09 17:05:03+00:00,3,62,2021,2021Q3
272,273,Lorry Cluely,2021-02-05 02:01:57+00:00,9,112,2021,2021Q1
273,274,Lenee Barzen,2021-08-13 13:17:25+00:00,4,70,2021,2021Q3
274,275,Trevor De Lascy,2021-07-12 04:33:16+00:00,7,126,2021,2021Q3
275,276,Amandi Forst,2022-02-09 22:55:47+00:00,7,85,2022,2022Q1
276,277,Abagael Tomasek,2021-08-17 02:23:18+00:00,4,158,2021,2021Q3
277,278,Ddene Bernardin,2021-08-16 02:41:54+00:00,6,157,2021,2021Q3
278,279,Phaidra Killingworth,2021-10-25 12:19:32+00:00,6,45,2021,2021Q4
279,280,Zoe Coulston,2022-01-21 16:05:53+00:00,6,38,2022,2022Q1
280,281,Ellerey Smithin,2021-05-27 20:40:59+00:00,2,61,2021,2021Q2
281,282,Maudie Sommerlin,2021-04-09 20:31:22+00:00,7,73,2021,2021Q2
282,283,Betti Meran,2021-09-28 17:47:54+00:00,5,87,2021,2021Q3
283,284,Sile Alexsandrev,2021-10-25 03:10:45+00:00,1,66,2021,2021Q4
284,285,Ardeen Tures,2021-05-13 10:34:48+00:00,6,79,2021,2021Q2
285,286,Frances Flemmich,2022-01-31 11:35:28+00:00,10,134,2022,2022Q1
286,287,Dniren Raison,2022-01-22 22:03:49+00:00,4,60,2022,2022Q1
287,288,Katerine Bazeley,2022-02-09 05:26:37+00:00,9,80,2022,2022Q1
288,289,Hetti Narraway,2021-06-20 01:05:56+00:00,3,24,2021,2021Q2
289,290,Cassandre Froude,2021-10-15 10:36:55+00:00,5,33,2021,2021Q4
290,291,Chuck Frankiss,2021-06-07 04:46:33+00:00,6,79,2021,2021Q2
291,292,Brice Johansson,2021-04-08 01:49:32+00:00,10,120,2021,2021Q2
292,293,Arvie Angeau,2021-06-08 21:59:00+00:00,8,67,2021,2021Q2
293,294,Claretta Sloegrave,2021-11-01 22:58:21+00:00,2,46,2021,2021Q4
294,295,Marylou Burrell,2021-11-21 03:14:06+00:00,7,84,2021,2021Q4
295,296,Alfred Saintpierre,2021-05-11 10:12:02+00:00,4,13,2021,2021Q2
296,297,Jarvis Pennings,2021-10-03 22:12:05+00:00,5,81,2021,2021Q4
297,298,Chrysler Frudd,2021-11-02 11:26:37+00:00,5,66,2021,2021Q4
298,299,Jerrilee Bineham,2022-01-06 11:26:31+00:00,8,85,2022,2022Q1
299,300,Saidee Bassett,2021-05-25 18:08:38+00:00,3,73,2021,2021Q2
300,301,Anders Ralston,2021-10-20 07:04:25+00:00,5,33,2021,2021Q4
301,302,Arlene Ferroli,2021-10-15 20:42:15+00:00,10,18,2021,2021Q4
302,303,Hillary Dudenie,2021-09-18 03:12:35+00:00,6,109,2021,2021Q3
303,304,Tildie Julien,2021-09-29 14:02:27+00:00,5,62,2021,2021Q3
304,305,Waneta Dyhouse,2021-10-17 00:35:10+00:00,5,124,2021,2021Q4
305,306,Norby Folkerts,2021-04-11 21:16:34+00:00,3,100,2021,2021Q2
306,307,Danell Poynser,2021-02-10 17:49:24+00:00,3,36,2021,2021Q1
307,308,Rodrigo Thornbarrow,2021-06-09 03:07:49+00:00,7,45,2021,2021Q2
308,309,Aleen Veasey,2021-03-18 13:39:20+00:00,8,102,2021,2021Q1
309,310,Revkah Willans,2022-01-14 02:57:43+00:00,6,158,2022,2022Q1
310,311,Ursulina Curner,2021-12-10 03:22:45+00:00,5,113,2021,2021Q4
311,312,Valma Kruger,2021-03-13 03:20:40+00:00,5,44,2021,2021Q1
312,313,Roberta Kensitt,2021-12-17 19:55:17+00:00,3,71,2021,2021Q4
313,314,Luciano Friman,2021-08-17 07:04:16+00:00,11,62,2021,2021Q3
314,315,Beverie Verralls,2022-02-12 00:42:13+00:00,3,72,2022,2022Q1
315,316,Tades Pezey,2021-11-27 22:47:12+00:00,4,53,2021,2021Q4
316,317,Cammy Liffey,2021-03-03 01:53:49+00:00,4,81,2021,2021Q1
317,318,Mimi Seymour,2021-03-12 15:25:05+00:00,10,55,2021,2021Q1
318,319,Wilt Jagoe,2021-03-02 10:23:45+00:00,5,40,2021,2021Q1
319,320,Artemas Balmer,2021-08-29 21:05:17+00:00,4,141,2021,2021Q3
320,321,Darleen Cranna,2021-03-10 23:33:27+00:00,7,68,2021,2021Q1
321,322,Johnath Fake,2021-03-26 23:44:34+00:00,6,41,2021,2021Q1
